ico_id,date_id,project_id,platform_id,category_id,token_role_id,raised_usd,ico_price,fundraise_goal,total_token,sold
ICO938,DA482,PRO570,PLAT2,CAT2,TR0,700000,0.05,,1000000000,
ICO939,DA487,PRO575,PLAT2,CAT2,TR0,250000,0.2,600900,100000000,
ICO940,DA508,PRO598,PLAT2,CAT2,TR0,26000000,0.08,1005000,2000000000,
ICO941,DA522,PRO615,PLAT2,CAT2,TR0,3500000,0.04,2000000,1000000000,
ICO942,DA550,PRO644,PLAT2,CAT2,TR0,,0.01,,4000000000,23
ICO943,DA552,PRO646,PLAT2,CAT2,TR0,4800000,0.02,720000,2000000000,
ICO944,DA563,PRO657,PLAT2,CAT2,TR0,1850000,0.54,756000,,
ICO945,DA573,PRO667,PLAT2,CAT2,TR0,200000,0.01,200000,10000000000,13
ICO946,DA594,PRO690,PLAT2,CAT2,TR0,100000,0.15,100000,1000000000,6
ICO947,DA601,PRO697,PLAT2,CAT2,TR0,4500000,0.45,3600000,100000000,20
ICO948,DA616,PRO713,PLAT2,CAT2,TR0,180000,0.04,175000,1000000000,
ICO949,DA625,PRO722,PLAT2,CAT2,TR0,5500000,0,600000,10000000000,19.9
ICO950,DA635,PRO732,PLAT2,CAT2,TR0,7500000,0.13,100000,1000000000,20
ICO951,DA636,PRO733,PLAT2,CAT2,TR0,2850000,,1070000,,
ICO952,DA640,PRO737,PLAT2,CAT2,TR0,9870000,0.04,1470000,1000000000,28.2
ICO953,DA641,PRO738,PLAT2,CAT2,TR0,40000000,0.3,150000,1000000000,10
ICO954,DA641,PRO739,PLAT2,CAT4,TR0,800000,,,5000000000,12
ICO955,DA645,PRO743,PLAT2,CAT2,TR0,4070000,0.07,1050000,500000000,17
ICO956,DA657,PRO755,PLAT2,CAT2,TR0,4000000,0.06,4800000,1000000000,20
ICO957,DA667,PRO765,PLAT2,CAT2,TR0,7000000,0.2,80000,1000000000,20
ICO958,DA671,PRO769,PLAT2,CAT2,TR0,,0.01,50000,1000000000,20
ICO959,DA678,PRO776,PLAT2,CAT2,TR0,2300000,0,575000,5000000000,28.75
ICO960,DA683,PRO781,PLAT2,CAT2,TR0,3340000,0.02,80000,500000000,36
ICO961,DA688,PRO787,PLAT2,CAT2,TR0,150000,0.1,150000,800000000,3125
ICO962,DA1230,PRO787,PLAT2,CAT2,TR0,150000,0.065,200000,800000000,31
ICO963,DA692,PRO791,PLAT2,CAT2,TR0,13550000,0.06,120000,1000000000,30
ICO964,DA700,PRO799,PLAT2,CAT2,TR0,,,,450000000,
ICO965,DA702,PRO801,PLAT2,CAT2,TR0,,0.07,120000,1000000000,20
ICO966,DA703,PRO802,PLAT2,CAT2,TR0,,0,60000,1.56E+11,
ICO967,DA706,PRO805,PLAT2,CAT2,TR0,3250000,0.01,600000,1500000000,32
ICO968,DA722,PRO821,PLAT2,CAT2,TR0,,0.16,150000,240000000,18.75
ICO969,DA735,PRO834,PLAT2,CAT2,TR0,6050000,0.04,225000,1000000000,28
ICO970,DA746,PRO845,PLAT2,CAT2,TR0,52000000,0.1,,10000000000,
ICO971,DA754,PRO853,PLAT2,CAT2,TR0,3900000,0.01,4200000,10000000000,31
ICO972,DA764,PRO863,PLAT2,CAT2,TR0,2600000,0.01,800000,2000000000,19
ICO973,DA768,PRO867,PLAT2,CAT2,TR0,2500000,0.13,2080000,150000000,
ICO974,DA842,PRO944,PLAT2,CAT2,TR0,11300000,,,3600000000,30
ICO975,DA873,PRO978,PLAT2,CAT2,TR0,10010000,,,300000000,33
ICO976,DA914,PRO1021,PLAT2,CAT2,TR0,18700000,0.01,2750000,10000000000,35
ICO977,DA920,PRO1027,PLAT2,CAT2,TR0,9000000,,,400000000,25
ICO978,DA1037,PRO1155,PLAT2,CAT2,TR0,19000000,0,,1E+12,20
ICO979,DA1050,PRO1169,PLAT2,CAT2,TR0,14930000,1,15000000,1000000000,7
ICO980,DA1060,PRO1179,PLAT2,CAT2,TR0,520000,0.26,520000,100000000,2
ICO981,DA1062,PRO1181,PLAT2,CAT2,TR0,1500000,0.02,1500000,1000000000,10
ICO982,DA1087,PRO1207,PLAT2,CAT2,TR0,1660000,0.22,500000,120000000,50
ICO983,DA1109,PRO1230,PLAT2,CAT2,TR0,,,,40000000,
ICO984,DA1141,PRO1264,PLAT2,CAT2,TR0,260000,,,48000,
ICO985,DA1153,PRO1276,PLAT2,CAT2,TR0,1200000,0.11,1200000,50000000,
ICO986,DA1155,PRO1279,PLAT2,CAT2,TR0,130000,0.03,125000,200000000,
ICO987,DA1152,PRO1280,PLAT2,CAT2,TR0,110000,0.01,105000,1200000000,
ICO988,DA1152,PRO1275,PLAT2,CAT6,TR0,100000,0.02,100000,,1
ICO989,DA1158,PRO1283,PLAT2,CAT2,TR0,,,,100000000,15
ICO990,DA1161,PRO1286,PLAT2,CAT2,TR0,,0.04,,1000000000,5
ICO991,DA1168,PRO1293,PLAT2,CAT2,TR0,,,,,
ICO992,DA1172,PRO1298,PLAT2,CAT2,TR0,150000,0.13,150000,160000000,8.65
ICO993,DA1190,PRO1317,PLAT2,CAT2,TR0,1100000,2.5,1100000,10000000,
ICO994,DA1192,PRO1319,PLAT2,CAT2,TR0,1000000,0.04,100000,100000000,35
ICO995,DA1199,PRO1326,PLAT2,CAT2,TR0,12450000,1.43,21450000,1000000000,
ICO996,DA1203,PRO1330,PLAT2,CAT2,TR0,1350000,0.12,,60000000,31
ICO997,DA1209,PRO1337,PLAT2,CAT2,TR0,200000,0.4,200000,100000000,20.5
ICO998,DA1210,PRO1338,PLAT2,CAT2,TR0,2030000,0.1,500000,200000000,
ICO999,DA1212,PRO1340,PLAT2,CAT2,TR0,150000,0.17,150300,100000000,
ICO1000,DA1214,PRO1342,PLAT2,CAT2,TR0,950000,0.1,,20000000,
ICO1001,DA1217,PRO1345,PLAT2,CAT2,TR0,3300000,0.01,3000000,10000000000,3.8
ICO1002,DA1218,PRO1346,PLAT2,CAT2,TR0,500000,0.06,500000,100000000,20
ICO1003,DA106,PRO136,PLAT3,CAT2,TR0,2660000,0.02,400000,1000000000,37
ICO1004,DA254,PRO304,PLAT3,CAT2,TR0,1800000,0.3,300000,100000000,31
ICO1005,DA299,PRO354,PLAT3,CAT2,TR0,4850000,0.13,350000,700000000,
ICO1006,DA374,PRO443,PLAT3,CAT2,TR0,2120000,0.01,577500,1000000000,
ICO1007,DA379,PRO449,PLAT3,CAT2,TR0,3520000,0.08,105000,320000000,
ICO1008,DA427,PRO510,PLAT3,CAT2,TR0,4920000,0.07,560000,400000000,
ICO1009,DA486,PRO574,PLAT3,CAT2,TR0,750000,0.06,750000,1000000000,
ICO1010,DA599,PRO695,PLAT3,CAT2,TR0,600000,0.2,600000,300000000,12
ICO1011,DA582,PRO676,PLAT3,CAT2,TR1,4700000,0.02,445500,2000000000,25.35
ICO1012,DA130,PRO164,PLAT4,CAT2,TR0,2200000,,,200000000,30
ICO1013,DA259,PRO309,PLAT4,CAT2,TR0,14800000,0.1,,,
ICO1014,DA365,PRO438,PLAT4,CAT2,TR0,3150000,0.02,445000,500000000,
ICO1015,DA365,PRO432,PLAT1,CAT4,TR0,100000,0.04,100000,400000000,
ICO1016,DA602,PRO698,PLAT4,CAT2,TR0,150000,0.02,150000,20000000000,
ICO1017,DA744,PRO843,PLAT4,CAT2,TR0,49000000,0.36,,800000000,40
ICO1018,DA757,PRO856,PLAT4,CAT2,TR0,1650000,0.05,490000,100000000,50
ICO1019,DA758,PRO857,PLAT4,CAT2,TR0,1200000,0,1200000,10000000000,24
ICO1020,DA1077,PRO1197,PLAT4,CAT2,TR0,42000000,0.5,9450000,720000000,4.72
ICO1021,DA9,PRO9,PLAT5,CAT2,TR0,,,,250000000,20
ICO1022,DA206,PRO250,PLAT6,CAT2,TR0,1200000,0.09,138000,100000000,
ICO1023,DA442,PRO527,PLAT8,CAT2,TR0,1500000,0,700000,10000000000,
ICO1024,DA442,PRO526,PLAT3,CAT12,TR0,39900000,0.4,1800000,1000000000,
ICO1025,DA652,PRO750,PLAT8,CAT2,TR0,25150000,0.06,150000,3500000000,20
ICO1026,DA682,PRO780,PLAT8,CAT2,TR0,3750000,0.04,1000000,1000000000,14.7
ICO1027,DA713,PRO812,PLAT8,CAT2,TR0,,0.3,1060000,240000000,6.75
ICO1028,DA730,PRO829,PLAT8,CAT2,TR0,1700000,0.03,500000,1000000000,11.4
ICO1029,DA781,PRO880,PLAT8,CAT2,TR0,5230000,0.08,100000,5000000000,6
ICO1030,DA781,PRO1350,PLAT8,CAT2,TR0,5230000,0.075,100000,5000000000,6
ICO1031,DA1227,PRO1357,PLAT10,CAT2,TR0,1430000,0.007,280000,2000000000,21.25
ICO1032,DA632,PRO729,PLAT14,CAT2,TR0,50000000,0.02,150000,3500000000,40
ICO1033,DA1187,PRO1314,PLAT30,CAT2,TR0,13170000,5,10000000,100000000,
ICO1034,DA11,PRO11,PLAT1,CAT4,TR0,6900000,0.12,2400000,500000000,14
ICO1035,DA21,PRO23,PLAT1,CAT4,TR0,2400000,0.01,2400000,1000000000,40
ICO1036,DA123,PRO155,PLAT1,CAT4,TR0,2570000,0.18,,100000000,
ICO1037,DA253,PRO303,PLAT1,CAT4,TR0,1660000,0.01,120000,1000000000,
ICO1038,DA263,PRO314,PLAT1,CAT4,TR0,600000,0.4,,100000000,23.75
ICO1039,DA270,PRO321,PLAT1,CAT4,TR0,130000,0.03,125100,90000000,
ICO1040,DA279,PRO332,PLAT1,CAT4,TR0,300000,0.1,350000,100000000,
ICO1041,DA285,PRO338,PLAT1,CAT4,TR0,230000,0.02,225000,1000000000,
ICO1042,DA292,PRO347,PLAT1,CAT4,TR0,670000,0.01,1833333,1000000000,
ICO1043,DA304,PRO363,PLAT1,CAT4,TR0,2000000,0.01,100000,1000000000,
ICO1044,DA304,PRO360,PLAT2,CAT4,TR0,300000,0.03,,1000000000,1.2
ICO1045,DA308,PRO366,PLAT1,CAT4,TR0,140000,0.06,140000,500000000,
ICO1046,DA314,PRO375,PLAT1,CAT4,TR0,4940000,0.01,140000,1000000000,
ICO1047,DA326,PRO387,PLAT1,CAT4,TR0,2270000,,240000,1000000000,
ICO1048,DA388,PRO461,PLAT1,CAT4,TR0,330000,0.02,,1000000000,
ICO1049,DA390,PRO463,PLAT1,CAT4,TR0,300000,0.7,301000,10000000,
ICO1050,DA407,PRO487,PLAT1,CAT4,TR0,3380000,0.02,600000,1000000000,
ICO1051,DA409,PRO489,PLAT1,CAT4,TR0,170000,0.02,170000,1000000000,
ICO1052,DA423,PRO505,PLAT1,CAT4,TR0,4000000,0.03,350000,1000000000,
ICO1053,DA425,PRO508,PLAT1,CAT4,TR0,500000,0.03,,1000000000,
ICO1054,DA426,PRO509,PLAT1,CAT4,TR0,300000,0.01,300000,1000000000,
ICO1055,DA436,PRO520,PLAT1,CAT4,TR0,980000,0.1,975000,200000000,
ICO1056,DA441,PRO525,PLAT1,CAT4,TR0,300000,0.06,300000,200000000,
ICO1057,DA444,PRO529,PLAT1,CAT4,TR0,2400000,0.03,452500,1000000000,
ICO1058,DA457,PRO544,PLAT1,CAT4,TR0,2200000,0.04,500000,500000000,
ICO1059,DA477,PRO565,PLAT1,CAT4,TR0,2020000,0.15,200000,100000000,
ICO1060,DA483,PRO571,PLAT1,CAT4,TR0,5450000,,800000,1000000000,20
ICO1061,DA485,PRO573,PLAT1,CAT4,TR0,4700000,0.05,1200000,1000000000,
ICO1062,DA501,PRO591,PLAT1,CAT4,TR0,8718,0.03,613013,500000000,
ICO1063,DA512,PRO603,PLAT1,CAT4,TR0,2450000,0.03,450000,1000000000,
ICO1064,DA513,PRO604,PLAT1,CAT4,TR0,3540000,0.18,936000,200000000,
ICO1065,DA518,PRO610,PLAT1,CAT4,TR0,70000,1,70000,100000000,
ICO1066,DA521,PRO614,PLAT1,CAT4,TR0,1450000,0.12,300000,300000000,
ICO1067,DA526,PRO619,PLAT1,CAT4,TR0,860000,0.05,304000,300000000,
ICO1068,DA532,PRO626,PLAT1,CAT4,TR0,250000,0.01,250000,2750000000,
ICO1069,DA535,PRO629,PLAT1,CAT4,TR0,2470000,0.16,560000,100000000,
ICO1070,DA537,PRO631,PLAT1,CAT4,TR0,150000,0.08,150000,230000000,
ICO1071,DA551,PRO645,PLAT1,CAT4,TR0,590000,0.05,161500,1000000000,
ICO1072,DA556,PRO650,PLAT1,CAT4,TR0,2600000,0.04,1400000,1000000000,
ICO1073,DA564,PRO658,PLAT1,CAT4,TR0,600000,0.01,600000,300000000,20
ICO1074,DA567,PRO661,PLAT1,CAT4,TR0,12160000,0.08,400000,1000000000,
ICO1075,DA576,PRO670,PLAT1,CAT4,TR0,1770000,0.03,570000,960000000,7
ICO1076,DA608,PRO704,PLAT1,CAT4,TR0,1300000,0.25,300000,100000000,12
ICO1077,DA617,PRO714,PLAT1,CAT4,TR0,380000,0.01,900000,1000000000,15
ICO1078,DA618,PRO715,PLAT1,CAT4,TR0,1620000,0.01,600000,3000000000,11
ICO1079,DA619,PRO716,PLAT1,CAT4,TR0,1960000,0.2,400000,100000000,15
ICO1080,DA634,PRO731,PLAT1,CAT4,TR0,2840000,0.05,800000,500000000,15.2
ICO1081,DA646,PRO744,PLAT1,CAT4,TR0,310000,0.01,150000,1000000000,8
ICO1082,DA647,PRO745,PLAT1,CAT4,TR0,2050000,0.01,900000,1000000000,31
ICO1083,DA655,PRO753,PLAT1,CAT4,TR0,1600000,0.12,220000,250000000,15
ICO1084,DA670,PRO768,PLAT1,CAT4,TR0,75000,0,75000,1000000000,3
ICO1085,DA672,PRO770,PLAT1,CAT4,TR0,860000,0.01,520000,1000000000,8
ICO1086,DA694,PRO793,PLAT1,CAT4,TR0,880000,0.04,875000,1000000000,11
ICO1087,DA697,PRO796,PLAT1,CAT4,TR0,640000,0.02,50000,500000000,11
ICO1088,DA729,PRO828,PLAT1,CAT4,TR0,150000,0.03,100000,1000000000,30
ICO1089,DA733,PRO832,PLAT1,CAT4,TR0,20000000,,,1000000000,
ICO1090,DA736,PRO835,PLAT1,CAT4,TR0,3610000,0.37,50000,100000000,27
ICO1091,DA743,PRO842,PLAT1,CAT4,TR0,2070000,0.01,950000,3000000000,19.2
ICO1092,DA766,PRO865,PLAT1,CAT4,TR0,1750000,0.02,450000,600000000,26.5
ICO1093,DA773,PRO872,PLAT1,CAT4,TR0,2200000,0.08,1200000,300000000,11
ICO1094,DA775,PRO874,PLAT1,CAT4,TR0,2100000,0,1400700,5000000000,15
ICO1095,DA578,PRO672,PLAT1,CAT4,TR1,10600000,0.6,1080000,120000000,16.5
ICO1096,DA707,PRO806,PLAT1,CAT4,TR1,1970000,0.08,250000,1000000000,6.5
ICO1097,DA27,PRO29,PLAT2,CAT4,TR0,51640000,88,,10000000,10
ICO1098,DA86,PRO108,PLAT2,CAT4,TR0,200000,0.1,200000,400000000,
ICO1099,DA96,PRO123,PLAT2,CAT4,TR0,,,,1000000,4
ICO1100,DA159,PRO197,PLAT2,CAT4,TR0,5330000,0.5,,1000000000,
ICO1101,DA176,PRO214,PLAT2,CAT4,TR0,1480000,,,160000000,32
ICO1102,DA216,PRO260,PLAT2,CAT4,TR0,200000,0.08,200000,,
ICO1103,DA221,PRO265,PLAT2,CAT4,TR0,3620000,0.15,123000,275000000,15.54
ICO1104,DA224,PRO268,PLAT2,CAT4,TR0,1230000,0.09,,10000000000,25
ICO1105,DA250,PRO299,PLAT2,CAT4,TR0,2400000,0.02,300000,1000000000,
ICO1106,DA265,PRO316,PLAT2,CAT4,TR0,3320000,0.02,195000,1000000000,
ICO1107,DA267,PRO318,PLAT2,CAT4,TR0,4200000,0.01,100000,,
ICO1108,DA273,PRO324,PLAT2,CAT4,TR0,2130000,0.03,95000,500000000,
ICO1109,DA274,PRO325,PLAT2,CAT4,TR0,3980000,0.09,180000,1000000000,
ICO1110,DA280,PRO333,PLAT2,CAT4,TR0,25320000,0.34,11760000,200000000,
ICO1111,DA283,PRO336,PLAT2,CAT4,TR0,108800000,15.53,108710000,100000000,7
ICO1112,DA290,PRO345,PLAT2,CAT4,TR0,730000,1.75,728000,10000000,
ICO1113,DA295,PRO350,PLAT2,CAT4,TR0,190000,0.01,112500,1000000000,
ICO1114,DA318,PRO379,PLAT2,CAT4,TR0,250000,0.14,256500,200000000,
ICO1115,DA324,PRO385,PLAT2,CAT4,TR0,5500000,0.1,6000000,1000000000,6
ICO1116,DA325,PRO386,PLAT2,CAT4,TR0,1800000,0.08,115000,100000000,
ICO1117,DA338,PRO400,PLAT2,CAT4,TR0,2580000,0.28,1050000,30000000,
ICO1118,DA347,PRO410,PLAT2,CAT4,TR0,2700000,0.02,552000,800000000,
ICO1119,DA352,PRO415,PLAT2,CAT4,TR0,2260000,0.2,260000,100000000,
ICO1120,DA363,PRO430,PLAT2,CAT4,TR0,100000,0.02,,250000000,
ICO1121,DA364,PRO431,PLAT2,CAT4,TR0,,0,,,
ICO1122,DA370,PRO437,PLAT2,CAT4,TR0,1560000,0.13,780000,160000000,
ICO1123,DA382,PRO454,PLAT2,CAT4,TR0,3270000,0.05,300000,400000000,
ICO1124,DA384,PRO457,PLAT2,CAT4,TR0,2000000,,2000000,150000000,
ICO1125,DA385,PRO458,PLAT2,CAT4,TR0,330000,0.01,325000,10000000000,
ICO1126,DA387,PRO460,PLAT2,CAT4,TR0,61470000,0.6,60000,300000000,
ICO1127,DA392,PRO465,PLAT2,CAT4,TR0,6000000,0.2,6000000,300000000,
ICO1128,DA398,PRO473,PLAT2,CAT4,TR0,4240000,0.05,400000,500000000,
ICO1129,DA398,PRO474,PLAT2,CAT4,TR0,8000000,0.18,109080000,30300000000,
ICO1130,DA398,PRO476,PLAT2,CAT4,TR0,1590000,1.24,90000,100000000,
ICO1131,DA402,PRO480,PLAT2,CAT4,TR0,2740000,0.02,280000,1000000000,
ICO1132,DA405,PRO483,PLAT2,CAT4,TR0,400000,0,442857,30000000000,
ICO1133,DA412,PRO492,PLAT2,CAT4,TR0,160000,0.16,160000,160000000,
ICO1134,DA422,PRO517,PLAT2,CAT4,TR0,2550000,0.04,500000,500000000,
ICO1135,DA422,PRO504,PLAT3,CAT4,TR0,600000,0.05,500000,1000000000,
ICO1136,DA435,PRO519,PLAT2,CAT4,TR0,53000,0.06,53000,,
ICO1137,DA437,PRO521,PLAT2,CAT4,TR0,3720000,0.22,330000,100000000,
ICO1138,DA452,PRO539,PLAT2,CAT4,TR0,400000,0.16,400000,168000000,
ICO1139,DA454,PRO541,PLAT2,CAT4,TR0,8000000,,,10000000000,
ICO1140,DA456,PRO543,PLAT2,CAT4,TR0,3630000,0.02,1260000,1000000000,
ICO1141,DA458,PRO545,PLAT2,CAT4,TR0,4320000,0.03,245000,640000000,
ICO1142,DA461,PRO548,PLAT2,CAT4,TR0,11100000,0.14,,1000000000,
ICO1143,DA464,PRO552,PLAT2,CAT4,TR0,2950000,0.1,1000000,200000000,
ICO1144,DA468,PRO556,PLAT2,CAT4,TR0,860000,400,,,
ICO1145,DA480,PRO568,PLAT2,CAT4,TR0,4600000,0.03,600000,1000000000,
ICO1146,DA488,PRO576,PLAT2,CAT4,TR0,3450000,,,500000000,
ICO1147,DA496,PRO585,PLAT2,CAT4,TR0,7800000,0.15,1800000,1000000000,
ICO1148,DA514,PRO605,PLAT2,CAT4,TR0,14000000,0.08,100000,1000000000,
ICO1149,DA519,PRO611,PLAT2,CAT4,TR0,2920000,0.15,325000,100000000,
ICO1150,DA523,PRO616,PLAT2,CAT4,TR0,89230,0.03,88977,5000000000,
ICO1151,DA527,PRO620,PLAT2,CAT4,TR0,380000,,,1000000000,
ICO1152,DA528,PRO621,PLAT2,CAT4,TR0,2400000,0.4,400000,100000000,
ICO1153,DA534,PRO628,PLAT2,CAT4,TR0,1240000,0.04,800000,200000000,
ICO1154,DA542,PRO636,PLAT2,CAT4,TR0,12000000,,,1378000000,39.9
ICO1155,DA545,PRO639,PLAT2,CAT4,TR0,3220000,0.02,1250000,999999999,
ICO1156,DA549,PRO643,PLAT2,CAT4,TR0,2600000,0.1,1287000,500000000,
ICO1157,DA553,PRO647,PLAT2,CAT4,TR0,,,,21000000,
ICO1158,DA554,PRO648,PLAT2,CAT4,TR0,28500000,0.55,24750000,1000000000,25
ICO1159,DA562,PRO656,PLAT2,CAT4,TR0,15450000,0.01,464000,1000000000,
ICO1160,DA580,PRO674,PLAT2,CAT4,TR0,8000000,,2000000,1000000000,25
ICO1161,DA605,PRO701,PLAT2,CAT4,TR0,2250000,0.3,550000,,
ICO1162,DA614,PRO710,PLAT2,CAT4,TR0,2000000,0.04,2000000,1000000000,24
ICO1163,DA621,PRO718,PLAT2,CAT4,TR0,3500000,0.02,630000,2500000000,26.3
ICO1164,DA623,PRO720,PLAT2,CAT4,TR0,2650000,0,100000,10000000000,16.2
ICO1165,DA624,PRO721,PLAT2,CAT4,TR0,2960000,0.05,500000,750000000,16
ICO1166,DA643,PRO741,PLAT2,CAT4,TR0,150000,0.1,150000,270000000,9.9
ICO1167,DA651,PRO749,PLAT2,CAT4,TR0,6000000,0.04,1050000,1000000000,21
ICO1168,DA690,PRO789,PLAT2,CAT4,TR0,3540000,0.02,720000,1000000000,18
ICO1169,DA701,PRO800,PLAT2,CAT4,TR0,1140000,0.02,100000,1000000000,30
ICO1170,DA709,PRO808,PLAT2,CAT4,TR0,7560000,,60000,1000000000,
ICO1171,DA726,PRO825,PLAT2,CAT4,TR0,5000000,0.1,150000,1000000000,13.2
ICO1172,DA737,PRO836,PLAT2,CAT4,TR0,14000000,0.03,20000,3000000000,20
ICO1173,DA740,PRO839,PLAT2,CAT4,TR0,2000000,0.08,60000,600000000,
ICO1174,DA748,PRO847,PLAT2,CAT4,TR0,18000000,0,3450000,,
ICO1175,DA761,PRO860,PLAT2,CAT4,TR0,2500000,0.01,4860000,3000000000,18
ICO1176,DA770,PRO869,PLAT2,CAT4,TR0,500000,0.15,600000,1000000000,
ICO1177,DA825,PRO926,PLAT2,CAT4,TR0,13410000,,,10000000000,45
ICO1178,DA832,PRO933,PLAT2,CAT4,TR0,12300000,0.3,,150000000,41
ICO1179,DA857,PRO959,PLAT2,CAT4,TR0,15350000,0.08,,508628132,40
ICO1180,DA921,PRO1028,PLAT2,CAT4,TR0,3000000,0.1,,633813700,50
ICO1181,DA1082,PRO1202,PLAT2,CAT4,TR0,2000000,0.04,2000000,1000000000,
ICO1182,DA1151,PRO1274,PLAT2,CAT4,TR0,2970000,0.1,2970000,270000000,11
ICO1183,DA1174,PRO1300,PLAT2,CAT4,TR0,2200000,0.13,100000,100000000,
ICO1184,DA1211,PRO1339,PLAT2,CAT4,TR0,330000,2.2,330000,10000000,
ICO1185,DA1221,PRO1349,PLAT2,CAT4,TR0,8700000,0.3,430000,350000000,
ICO1186,DA362,PRO429,PLAT2,CAT4,TR1,2850000,0.7,525000,30000000,24
ICO1187,DA377,PRO446,PLAT2,CAT4,TR1,3340000,0.15,290000,100000000,
ICO1188,DA383,PRO456,PLAT2,CAT4,TR1,51800000,1.1,44000000,1000000000,
ICO1189,DA447,PRO532,PLAT2,CAT4,TR1,7000000,0.16,4000000,500000000,
ICO1190,DA470,PRO558,PLAT2,CAT4,TR1,2410000,0.01,194200,1000000000,
ICO1191,DA476,PRO564,PLAT2,CAT4,TR1,3570000,0.04,245000,1000000000,
ICO1192,DA505,PRO595,PLAT2,CAT4,TR1,6000000,,,,
ICO1193,DA561,PRO655,PLAT2,CAT4,TR1,,0.01,,,
ICO1194,DA603,PRO699,PLAT2,CAT4,TR1,530000,0.03,525000,1000000000,19.75
ICO1195,DA195,PRO237,PLAT3,CAT4,TR0,1000000,0,501768,,2
ICO1196,DA319,PRO380,PLAT3,CAT4,TR0,8660000,0.8,400000,100000000,
ICO1197,DA334,PRO396,PLAT3,CAT4,TR0,1700000,0.01,500000,100000000,
ICO1198,DA337,PRO399,PLAT3,CAT4,TR0,140000,0.05,140000,10000000000,
ICO1199,DA380,PRO455,PLAT3,CAT4,TR0,3350000,0.13,500000,200000000,
ICO1200,DA380,PRO452,PLAT3,CAT6,TR0,2580000,0.38,147000,100000000,
ICO1201,DA473,PRO561,PLAT3,CAT4,TR0,400000,0.38,,,
ICO1202,DA529,PRO622,PLAT3,CAT4,TR0,250000,0.03,250000,500000000,
ICO1203,DA571,PRO665,PLAT3,CAT4,TR0,4590000,0.3,90000,1000000000,15
ICO1204,DA622,PRO719,PLAT3,CAT4,TR0,2050000,0.04,1050000,637500000,18.8
ICO1205,DA716,PRO815,PLAT3,CAT4,TR0,230000,0.04,220500,1000000000,23
ICO1206,DA739,PRO838,PLAT3,CAT4,TR0,2670000,0.01,375000,2000000000,14.5
ICO1207,DA329,PRO391,PLAT4,CAT4,TR0,1490000,0.15,246500,85000000,17
ICO1208,DA711,PRO810,PLAT4,CAT4,TR0,470000,0.17,20000,18993665,16.83
ICO1209,DA763,PRO862,PLAT4,CAT4,TR0,,,,10000000,
ICO1210,DA547,PRO641,PLAT8,CAT4,TR0,3270000,0.13,1420250,95000000,
ICO1211,DA689,PRO788,PLAT8,CAT4,TR0,4760000,0.01,317500,3000000000,25
ICO1212,DA747,PRO846,PLAT8,CAT4,TR0,4350000,0.12,1050000,150000000,
ICO1213,DA779,PRO878,PLAT8,CAT4,TR0,,0.04,250000,350000000,21.97
ICO1214,DA555,PRO649,PLAT12,CAT4,TR0,7300000,0.01,30000000,100000000,1
ICO1215,DA904,PRO1011,PLAT16,CAT4,TR0,4060000,0.02,,1000000000,65
ICO1216,DA13,PRO13,PLAT1,CAT5,TR0,780000,0.02,780000,100000000,40
ICO1217,DA615,PRO712,PLAT1,CAT5,TR0,780000,0.03,,1000000000,15
ICO1218,DA731,PRO830,PLAT1,CAT5,TR0,910000,0.01,720000,1000000000,19
ICO1219,DA772,PRO871,PLAT1,CAT5,TR0,1450000,0,490000,2000000000,23
ICO1220,DA1226,PRO1356,PLAT1,CAT5,TR0,2340000,0.01,870000,1000000000,28.7
ICO1221,DA1231,PRO1360,PLAT1,CAT5,TR0,5640000,0.03,1600000,1000000000,
ICO1222,DA795,PRO894,PLAT2,CAT5,TR0,34870000,,,299792458,50
ICO1223,DA802,PRO901,PLAT2,CAT5,TR0,45000000,0.27,,1500000000,20
ICO1224,DA814,PRO915,PLAT2,CAT5,TR0,,0.05,,,
ICO1225,DA855,PRO957,PLAT2,CAT5,TR0,10000000,,,210000000,60
ICO1226,DA982,PRO1096,PLAT2,CAT5,TR0,3890000,0.02,,1000000000,25
ICO1227,DA1143,PRO1266,PLAT2,CAT5,TR0,,,,1000000000,
ICO1228,DA732,PRO831,PLAT4,CAT5,TR0,100000,0,189997,1000000000,35
ICO1229,DA818,PRO919,PLAT16,CAT5,TR0,13590000,,,650000000,40
ICO1230,DA143,PRO178,PLAT1,CAT9,TR0,2750000,0.04,4320000,1000000000,37.8
ICO1231,DA186,PRO224,PLAT1,CAT9,TR0,1900000,0.01,550000,1000000000,24.5
ICO1232,DA342,PRO405,PLAT1,CAT9,TR0,910000,0.06,180000,100000000,
ICO1233,DA628,PRO725,PLAT1,CAT9,TR0,630000,0.02,903000,1000000000,
ICO1234,DA751,PRO850,PLAT1,CAT9,TR0,,,,1000000000,
ICO1235,DA777,PRO876,PLAT1,CAT9,TR0,1670000,0.01,680000,1000000000,25
ICO1236,DA77,PRO95,PLAT2,CAT9,TR0,3250000,0.05,250000,,
ICO1237,DA100,PRO128,PLAT2,CAT9,TR0,3750000,0.15,1200000,50000000,50
ICO1238,DA152,PRO189,PLAT2,CAT9,TR0,3520000,,,,
ICO1239,DA163,PRO201,PLAT2,CAT9,TR0,2340000,0.08,340000,100000000,29.25
ICO1240,DA164,PRO202,PLAT2,CAT9,TR0,2960000,0.01,400000,5000000000,16.8
