project_id,project,description,ticker
PRO1118,Uncloak,"The future of cyber threat detection powered by cyber security experts and the EOS Blockchain, putting businesses one step ahead of the hackers.",UNC
PRO1119,En-Tan-Mo,"En-Tan-Mo, the first 3.0 blockchain project to propose and implement the SHD completeness.",ETM
PRO1120,Algorand,"Algorand is a scalable, secure and Decemberentralized digital currency and transactions platform.",ALGO
PRO1121,WaykiChain,WaykiChain (WICC) is a third-generation blockchain that is based on DPoS consensus algorithms and supports Turing-complete sMarcht contracts. It is reportedly able to sustain transactional throughput 3200 TPS in actual use.,WICC
PRO1122,Pivot,Pivot is committed to becoming a community where cryptocurrency investors can freely communicate and collaborate.,PVT
PRO1123,Mycro,First global Decemberentralized platform for simple jobs,MYO
PRO1124,Linix,"The LINIX platform is the world's first DAG + Blockchain distributed ledger that provides unlimited scalability, instant confirmation, and 51% attack proof.",LNX
PRO1125,Elrond Network,A Scalable value transfer protocol for the digital econony.,ERD
PRO1126,Squeezer,The world's first software development platform built on microservices that's blockchain oriented.,SQR
PRO1127,Membrana,"Membrana enables a straight connection between an participator and a trader, making their relations prоfіtable and secured for both sides. an participator’s funds never leave their exchange wallet, all trust management is accessed and executed with the provision of api key.",MBN
PRO1128,Opiria & PDATA,"Opiria & PDATA is a global Decemberentralized Marchketplace for the secure and transparent buying and selling of personal data, made in Germany.",PDATA
PRO1129,Sero,SERO is the new generation of privacy blockchain that supports sMarcht contract and enables issuance of privacy coins and anonymous assets,SERO
PRO1130,Ampleforth,"The Ampleforth protocol receives exchange-rate information from trusted oracles, and propagates that to holders of its units (Amples) by proportionally increasing or Decemberreasing the number of tokens each individual holds.",AMPL
PRO1131,Wirex,"The Wirex token (WXT) is Wirex next step on the road to mainstream cryptocurrency adoption. A Stellar-based utility token, WXT was created with the token economy in mind.",WXT
PRO1132,Syntropy,Syntropy is transforming the public internet into a secure and user-centric internet through a unifying layer where encryption and optimized performance are built-in and automatically enabled for anything and everything connected to it.,NOIA
PRO1133,Lightstreams,Lightstreams - The blockchain for DApp Speed and Privacy,PHT
PRO1134,Telegram ICO (TON),Ultra-Fast Blockchain technology from Telegram messenger.,GRAM
PRO1135,Vidy,Vidy is the first Decemberentralized video ad distributor that embeds video ads behind the text of web pages via an NLP consensus-layer.,VIDY
PRO1136,Gojoy,Gojoy is the only shopping platform that offers hourly cash rewards on your purchases and that of your network - for life.,JOY
PRO1137,Ultra,Ultra is a protocol and platform positioned to disrupt the $140bn USD gaming industry using blockchain technology to allow anyone to build and operate their own game distribution platform or virtual goods trading service.,UOS
PRO1138,Akropolis,"Akropolis is a domain-specific financial protocol dedicated to the needs of the growing billion-dollar informal economy. We build products that help people save, grow and scale.",AKT
PRO1139,XeNovembererse,"The XeNovembererse platform is a new ecosystem designed to transform the pawnbroker capital industry and second-hand goods trading industries, starting with Korea",XENO
PRO1140,Zeux,Zeux will transform existing complicated financial services and combine all the money essentials from both Fiat and Crypto world to help you towards your financial freedom.,ZUC
PRO1141,THORChain,A lightning fast liquidity network protocol. THORChain facilitates cross-chain liquidity pools with no pegged or wrapped tokens.,RUNE
PRO1142,Eminer,"As an inNovemberative global blockchain hash rate financial service platform, Eminer hash rate service platform aims to reintegrate and redefine the mining industrial ecology based on blockchain hash rate with blockchain thoughts and finally build into a blockchain hash rate financial service platform integrating hash rate service, financial service and information service.",EM
PRO1143,DeepCloud AI,DeepCloud is building an AI-driven Decemberentralized cloud computing platform for running Decemberentralized applications — IoT and Web 3.0 DApps.,DEEP
PRO1144,Krypton Galaxy,"Blockchain game eco-level entrance. Zero threshold, super fun, cross-chain support.",KGC
PRO1145,Wink,"WINk is a Decemberentralized DApp platform, with team members from all around the world. With a wealth of experience in game and platform development, the WINk team has been able to revolutionize what Dapps can do for the wider community.",WIN
PRO1146,Cubiex,Cubiex - A next-generation tokenized social network & crypto league for eSports,CBIX
PRO1147,Ferrum Network,"Ferrum Network is a DAG based protocol platform for the development of centralized and Decemberentralized application. The Ferrum Team successfully created 4 application on their platform. The applications are The Ferrum OTC Wallet, The Ferrum Decemberentralized Exchange, The Kudi Exchange, and The Subzero Wallet.",FRM
PRO1148,Bilaxy,"Bilaxy are an international blockchain asset exchange, providing real time and safe trading.",BIA
PRO1149,Echoin,Public Chain Ecology Build for the Energy Industry,
PRO1150,UltrAlpha,Ultralpha Fund is a platform that provide digital asset management services for individual and institutional investors.,UAT
PRO1151,EMOGI Network,"Emojis are used and understood across the world, and are quickly becoming a universal language. EMOGI strives to be globally-recognized and accepted money.",LOL
PRO1152,U°OS Network,"Blockchain protocol that translates social and economic actions into reputation. Developed to create a network economy based on a distributed, universal, pluggable U°OS Reputation System",UOS
PRO1153,Tokoin,Tokoin is a platform that establishes digital business identity and reputation of MSME as an acceptable credibility scoring for suppliers and financial institutions. Face the real Marchket. Tokoin provide a platform to build valuable partnership which will bring you into the engaging ecosystem consists of collectible business profiles profitable for business expansion.,TOKO
PRO1154,Resistance,"Resistance is an anonymous Decemberentralized exchange, ResDEX, driven and supported by the Resistance privacy-oriented blockchain, which uses the RES privacy coin as an intermediary to facilitate private trading. These components work in unison to give even Novemberice users a chance to trade and mine with ease and anonymity.",RES
PRO1155,Pledgecamp,"Pledgecamp is disrupting the crowdfunding industry with blockchain-powered escrow contracts. Featuring all-star advisors Randi Zuckerberg, Matt Curcio (VP of Data, Ripple), Keith Teare (Founding Shareholder, TechCrunch), Prince Abdullah (Saudi Royal Family), and many more. Purchase Pledge Coin (PLG) starting Februaryruary 18.",PLG
PRO1156,Auditchain,Decemberentralized Continuous Audit & Reporting Protocol Ecosystem.,AUDT
PRO1157,Blockstack,Blockstack is a new Decemberentralized internet where users own their data and apps run locally. A browser portal is all that’s needed to get started.,STX
PRO1158,Whole Network,SMarcht nodes on the chain where Acute angle blockchain sMarchtphones deliver behavioral value benefit everyone from behavioral value.,NODE
PRO1159,X-power Chain,"X-power Chain has cooperated with tens of thousands of companies in the world and displayed more than 400,000 offline screen terminals, which have generated more than 70,000 nodes and a daily traffic of over 10 million and provided a lot of traffic for the development of public scenario. X-power Chain energizes “public screen” from Blockchain Advertising, Blockchain Content and Blockchain DAPP and creates a public open platform for global users to explore, tap and exploit its potential value.",XPO
PRO1160,Perlin,"Perlin has built Wavelet, the world’s 1st leaderless POS ledger with a high-throughput, DAG-based protocol capable of powering any application for 31,000+ transactions per second and 0-4 second time to finality.",PERL
PRO1161,Edgeware,"The anti-tribal, WASM sMarcht-contract platform.",EDG
PRO1162,Roobee,"Roobee is a blockchain based investment platform, that uses AI and transparent statistics in order to help people make sMarcht investments starting from $10 in the investment products with high threshold, such as real estate, ambitious startups, investment funds, IPO, stocks, crypto projects and others",ROOBEE
PRO1163,D Community,"D Community is a youth community based on block chain technology, which is upgraded from the famous ACG brand ""Dilidili"". The rapid growth of the user scale and rich existing scenarios of ""Dilidili"" make sure that the D Community has ideal efficiency in building its own planned ecology. The current monthly active users of D Community are between 30 million and 40 million. In the future, D Community is not only a collection of young people, but also a powerful traffic engine in the block chain industry.",DILI
PRO1164,Nervos,"Nervos is a suite of scalable and interoperable protocols and an open blockchain ""Trustware"" platform for Decemberentralized applications.",CKB
PRO1165,Band Protocol,Data governance framework for Web 3.0 applications,BAND
PRO1166,Bitpanda,"Bitpanda is an easy to use, straight-forward trading platform, which lowers the entry barriers and makes investments accessible for everyone.",BEST
PRO1167,Troy Trade,Troy Trade is a global prime broker specialized in crypto trading and asset management.,TROY
PRO1168,EMX,"EMX is an exchange that revolutionizes the global derivatives Marchkets. EMX offers derivatives that give price exposure to underlying assets as varied as crude oil, gold, stock indices, or bitcoin.",EMX
PRO1169,Kadena,"Offering the fastest, safest and most scalable sMarcht-contract blockchain technology.",KDA
PRO1170,WazirX,"WazirX is a cryptocurrency exchange with an advanced trading interface and features to buy, sell & trade cryptocurrencies. It is an exchange with a live open order book system that allows users to trade 80+ digital assets like Bitcoin, BNB, Bitcoin Cash, Litecoin, Dash & many more.",WRX
PRO1171,ROAD,"ROAD is a business-driven project that develops an effective distributed automobile economic system based on the auto-ledger, an intelligent transportation system built on individual interaction and cluster intelligence.",ROAD
PRO1172,BetProtocol,"Start your own betting application in minutes. Secure, Scalable, Regulated, Blockchain Based.",BEPRO
PRO1173,Kava,"Kava is a cross-chain DeFi platform offering collateralized loans and stablecoins to users of major crypto assets (BTC, XRP, BNB, ATOM, etc.). It is supported by over 100+ business entities around the world, including prominent crypto funds and major crypto projects like Ripple and Cosmos. The platform features two tokens: KAVA, a governance and staking token responsible for securing the network and voting on key parameters; and USDX, an algorithmically maintained stablecoin backed by crypto asset collateral.",KAVA
PRO1174,HyperDAO,"HDAO is committed to building an efficient, transparent and reliable DeFi (Decemberentralized finance) ecosystem, offering a one-stop financial service platform for global users.",HDAO
PRO1175,Bidesk,"Bidesk exchange is a digital asset trading platform that has been built to provide a secure and safe environment for trading high quality tokens and coins whilst providing the best user experience to its users. With the advanced matching engine, all types of users; from beginners who're buying their first cryptocurrency, to the professional traders and hedge funds, are ensured of having the best trading experience.",BDK
PRO1176,Kleros,"Blockchain Dispute Resolution Layer that provides fast,
secure and affordable arbitration for virtually everything.",PNK
PRO1177,KardiaChain,The first fully Decemberentralised interoperable and self-optimised blockchain ecosystem,KAI
PRO1178,Elixxir,"The Decemberentralized dream, realized. Speed privacy and security on a global scale.",XX
PRO1179,UMA,UMA is a Decemberentralized financial contracts platform built to enable Universal Marchket Access.,UMA
PRO1180,xDai,"xDai is an Ethereum siDecemberhain with bridged Dai serving as a native token. It's scalable, convenient, and user-friendly.",STAKE
PRO1181,Cartesi,"Cartesi is taking sMarcht contracts to the next level. It is solving the urgent problem of scalability and high fees on blockchains by implementing a variant of optimistic roll-ups. Most notably, Cartesi is revolutionizing sMarcht contract programming by allowing developers to code with mainstream software stacks instead of Solidity. Noether is Cartesi's side-chain that’s optimized for ephemeral data, providing low-cost data availability to DApps.",CTSI
PRO1182,Rivex,"Rivex aims to build a Decemberentralized file sharing and storage infrastructure that utilizes peer-to-peer architecture and data security that only the user has access to using their private encryption key.
It envisions a Decemberentralized cloud economy, supported by Blockchain as a Service (BaaS), Enterprise Solutions and Decemberentralized Finance (DeFi).",RVX
PRO1183,DEAPcoin,"Digital Entertainment Asset Pte. Ltd. (DEA), set in Singapore, is an inNovemberative company dedicated to the development of the global pan-entertainment industry on blockchain technology.“Playmining” is an entertainment platform that allows you to earn our unique currency, DEP(DEAPcoin) by enjoying games and manga. You can purchase items that appear in the game and manga through its ""Digital Art Aucition"", thereby establishing an economic system based on DEP. With a unique concept of “Having fun will turn into rewards,” we will gather a large number of users and develop a wide range of businesses like Fintech and pan-entertainment, to build a new world of ""Play Becomes Work"".",DEP
PRO1184,Celo,"A platform for fast, secure, stable digital payments to any mobile number at a fraction of today’s cost.",CELO
PRO1185,Solana,"Solana is a high-throughput blockchain that is currently supporting 50-65k transactions per second and 400ms block times, without complex solutions like sharding or layer-two. As the world's first web-scale blockchain, Solana will unlock a whole new class of performant applications and facilitate larger scale blockchain adoption. Utilizing a revolutionary inNovemberation called Proof of History, Solana is drastically able to outperform any other existing layer 1 and provide fees at $0.00001 per transaction.",SOL
PRO1186,2key,2key is a 2nd layer protocol on Ethereum. Fusing sMarcht contracts and multi-step tracking into HTTP links. creating the ultimate referral network on blockchain,2KEY
PRO1187,JUST,"JUST is a Decemberentralized lending platform where users can stake TRX via JUST’s CDP portal to generate USDJ, a stablecoin pegged to USD at a 1:1 ratio. JST can be used for paying interest, platform maintenance as well as other activities on the blockchain.",JST
PRO1188,MiL.K,"Mil.k is a blockchain-based platform on which various lifestyle service companies are aligned and users can integrate their spread reward points of those companies as a cryptocurrency, Mil.k Coin.",MLK
PRO1189,FinNexus,"FinNexus is the new open finance protocol being built on the Wanchain blockchain. It is a hub for connecting different Decemberentralized ledgers to each others and users, and also for connecting with traditional finance applications. The first iteration of FinNexus will be a Marchketplace for hybrid Decemberentralized/traditional financial products.",FNX
PRO1190,WaykiChain WGRT,"WGRT, the governance coin supported by WaykiChain's Decemberentralized lending platform. The platform provides Decemberentralized collateral lending services for users worldwide. WGRT holders can participate in the adjustment of system parameters and the governance of system operation rules, which is an important part of the DeFi Ecosystem.",WGRT
PRO1191,DMM Governance Token,"Ownership of DMG represents the right to govern the parameters of the DMM Protocol, a claim on the excess revenue generated from the DMM ecosystem, as well as governance over the ability and Decemberisions surrounding the introduction of new assets to the ecosystem in regards to both asset type and asset location. The DMG token is a fork of Compound’s COMP governance token (featuring native delegation and vote weighting) with added capability such as meta-transaction support and a native burn function.",DMG
PRO1192,NDN Link,NDN Link initiate a future network technology Named Data Networking (NDN). NDN Link aims to build a content centric next generation of network technology with a mission of promoting the development of a next-generation of Internet applications and services.,NDN
PRO1193,Orion Protocol,"Built on the most advanced liquidity aggregator ever developed, Orion Protocol solves some of the largest issues in DeFi by aggregating the liquidity of the entire crypto Marchket (CEXs, DEXs, swapping pools) into one Decemberentralized platform. Orion Protocol is the first project to implement a Dynamic Coin Offering (DYCO), a new token sale framework in which utility tokens are USD-backed for up to 16 months after the TGE and participants are entitled to an 80% refund, offering protection and safety previously unseen in crypto.",ORN
PRO1194,RingX,"RingX aims to become the world's leading loyalty points and air miles Marchketplace. The platform makes loyalty points and air miles exchangeable, which increases utility for both the consumer and the service providers. RingX plans to launch it’s services in South Korea in Julyy 2020 and then expand into Japan, China and South East Asia.",RINGX
PRO1195,Meter,"Meter is a Decemberentralized finance (DeFi) infrastructure with a unique economic and consensus design. It provides a truly Decemberentralized programmable money that allows Decemberentralized businesses to grow, not compete with the underlying protocol.",MTRG
PRO1196,Compound,"Compound (COMP) is an ERC-20 asset that empowers community governance of the Compound protocol; COMP token-holders and their delegates debate, propose, and vote on all changes to the protocol.",COMP
PRO1197,Avalanche,"Avalanche is an open-source platform for launching highly Decemberentralized applications, new financial primitives, and new interoperable blockchains.",AVAX
PRO1198,Meta,The Meta token aims to coordinate Decemberentralised governance by incentivising stakeholders to act in the best interests of mStable.,MTA
PRO1199,Anyswap,"Anyswap is a fully Decemberentralized cross chain swap protocol, based on Fusion DCRM technology, with automated pricing and liquidity system. Anyswap enables swaps between any coins on any blockchain which uses ECDSA or EDDSA as signature algorithm, including BTC, ETH, USDT, XRP, LTC, FSN, etc.",ANY
PRO1200,AAX Token,"AAB is AAX’s native platform token. On a mission to connect crypto to global finance, AAX is introducing a series of inNovemberative financial instruments such as tokenized commodities, indices, Bitcoin dimension products, social trading programs, and security tokens. AAB enables traders to engage these Novemberel instruments and to share in the growth of the exchange.",AAB
PRO1201,Swingby,"Swingby is a Decemberentralized cross-chain swap protocol for moving assets between blockchains. It builds trustless bridges between BTC, Ethereum, Binance Chain and other blockchains secured by a network of node groups that facilitates fast inter-blockchain swaps based on Threshold Signature Cryptography (TSS) and Multi-Party Computing (MPC) technology.",SWINGBY
PRO1202,ATTN Token,"ATTN is a digital ecosystem platform for eSports games based on blockchain technology, featuring a variety of popular, self-designed PVP games. Migrating up the chain with tens of millions of active users, ATTN is the ultimate system to integrate all of the business practices in gaming industry, which is committed to creating a closed loop network ecology with the core goal of maximizing the value of gaming eSports IP.",ATTN
PRO1203,Desmos,Desmos Network (“Desmos”) is a blockchain to fix the problems caused by the centralized social networks (“CSNs”) which include censorship and privacy breach. The end goal is to improve the well-being of billions of netizens. Desmos Token (“DSM”) is the native staking token on Desmos. Forbole Limited (“Company” or “Forbole”) is the initial contributor of Desmos.,DSM
PRO1204,Secret Network,"Secret Network is the first blockchain with privacy-preserving sMarcht contracts. Applications built on Secret Network utilize encrypted data without exposing it to anyone, even the nodes in the network.",SCRT
PRO1205,GeeqChain,"GeeqChain is Blockchain V3.0 and the most scalable, secure and flexible blockchain platform on the planet.",
PRO1206,Serum,Serum is the world's first completely Decemberentralized derivatives exchange with trustless cross-chain trading.,SRM
PRO1207,Plutus,"PlutusDeFi is a full-stack DeFi aggregator, plugging in multiple products and DeFi applications into one single platform, focusing on User Experience, Design, Privacy and Anonymity.",PLT
PRO1208,Bitbns,"Bitbns was established in Decemberember 2017 and registered in Estonia. At present, the
exchange supports spot, OTC, and Marchgin trading. Bitbns provides a fxed income plan to
help the user manage their assets and it also cooperated with Bitdroplet to provide a
systematic purchase plan. Bitbns mainly faces the Indian Marchket and has a presence in
Thailand and The United Arab Emirates Marchkets.",BNS
PRO1209,Keysians,Keysians financializes infrastructural assets for maximizing efficiency of consensus and boosting onchain application usage. Keysians builds a financial channel to turn onchain assets into flexible and tradable financial products.,KEN
PRO1210,MANTRA DAO,"MANTRA DAO leverages the wisdom of the crowd to create a community-governed, transparent, and Decemberentralized ecosystem for web 3.0. Built on Parity Substrate for the Polkadot ecosystem, MANTRA DAO focuses on staking and lending to give financial control back to the people to grow wealth together.",OM
PRO1211,The Sandbox,"The Sandbox is a virtual world where players can build, own, and monetize their gaming experiences on the Ethereum blockchain using the platform’s utility token SAND.",SAND
PRO1212,DIA,"DIA (Decemberentralised Information Asset) is an open-source, data and oracle platform for the DeFi ecosystem. DIA leverages crypto economic incentives to drive supply, share and use transparent, crowd-verified price data and oracles on financial and digital assets.",DIA
PRO1213,AXIS DeFi,"Axis is the first dedicated DeFi blockchain with complete Wall Street trading capabilities. While there has been strong growth and interest in DeFi, the Marchket has over 99% ETH dominance. Public chains like ETH have severe limitations for being able to support sustainable and strong DeFi.
Three things will make Axis DeFi completely different than what is on the Marchket with public chain focused infrastructure, such as dedicated DeFi tech stack, on-chain risk control & Marchgin trading
and new DeFi financial model.",AXIS
PRO1214,ProxiDeFi,PROXI is DeFi 2.0 for Cross Chain Derivative Issuance and Credit Lending. PROXI provides the sMarchtest way to invest derivative assets and earn interests with credit-based high leverage tools through the Decemberentralized secure protocol.,CREDIT
PRO1215,AegisDeFi,Profitable DeFi Network for diversified lending services & lending-based derivatives,AGT
PRO1216,Bidao,"The BiDao Cryptocurrency (BID) utilizes a completely Decemberentralized proof-of-stake Blockchain with an additional collateral-backed
value token which is 100% stable in value quite in contrast to for
example Bitcoin, Binance Coin or Ethereum [1] which experience
huge fluctuation. As Settlement Layer the BiDao system utilizes the
Binance-chain. This means that you can also freely interact with all
crypto assets that are running on Binance-chain. In future, BiDao will
be also integrated with other Blockchains like Ethereum, Tezos, and
EOS. This way BiDao becomes the one-stop-shop for Decemberentralized
Finance (Defi) applications.",BID
PRO1217,Near Protocol,"NEAR is a sharded, developer-friendly, proof-of-stake public blockchain, built by a world-class team that has built some of the world's only sharded databases at scale.",NEAR
PRO1218,OpenPredict,"OpenPredict is the first DeFi protocol to turn live predictions into liquid assets. The protocol generates a tri-sMarcht contract system for every event: one acts as an escrow for event predictors, second contract mints tokens that represent correct predictors, and third contract mint tokens that represent incorrect predictors.",OPT
PRO1219,OIN Finance,"OIN will be the first DeFi platform to provide liquidity mining and loans on Ontology, and ultimately on other top platforms through cross-chain functionality",OIN
PRO1220,Stafi,"Stafi is the first Decemberentralized protocol unlocking liquidity of staked assets , you can staking your PoS token through Stafi and get rToken. rToken will enable you get the staking reward and trade the locked staking token at the same time.",FIS
PRO1221,Sperax,Sperax build trusted infrastructure for Decemberentralized economy,SPA
PRO1222,Blend,"The Blend token (BLND) is an ERC-20 token that tracks a transparent, algorithmically managed basket of Proof of Stake assets. Blend’s participation model provides synthetic staking that pools the risk and reward of PoS networks.",BLND
PRO1223,RioDeFi,"RioDeFi accelerates the mass adoption of digital assets by bridging traditional and Decemberentralized finance. Our vision is a world in which everyone has access to Decemberentralized financial (DeFi) services. To that end, we develop applications that connect people to digital assets, mobile payments, and DeFi services such as savings and lending. Our solutions enable lower transaction fees, faster confirmations, energy efficiency, secure storage, and global reach.",RFUEL
PRO1224,Perpetual Protocol,"Perpetual Protocol is a Decemberentralized perpetual contract trading protocol for every asset, with a Uniswap-inspired Virtual Automated Marchket Makers (Virtual AMMs) and a built-in Staking Reserve which backs and secures the Virtual AMMs.",PERP
PRO1225,Lien,A protocol for creating Options and Stablecoins out of ETH,LIEN
PRO1226,SKALE Network,"SKALE Networks's modular protocol is one of the first of its kind to allow developers to easily provision highly configurable blockchains, which provide the benefits of Decemberentralization without compromising on computation, storage, or security.",SKL
PRO1227,SUN,"SUN is a social experiment, which focuses on the DeFi potential of TRON. Designed as the quintessential Bitcoin equivalent on the TRON network, SUN features zero VC investments, zero PE investments, no pre-mining or reserves for the team, and is wholly operated by the community through its open-source sMarcht contracts. We hope to use SUN to promote the vigorous development and possibilities of TRON's DeFi self-governance community.",SUN
PRO1228,Hedget,"The future economy is built on cryptocurrencies, but they are very volatile and at the moment risky investments. Hedget introduces Decemberentralized options - you pay the smallest possible premium to secure your positions against unexpected price movements.",HGET
PRO1229,Frontier,"Frontier is a chain-agnostic DeFi aggregation layer. To date, we have added support for DeFi on Ethereum, Binance Chain, BandChain, Kava, and Harmony. Via StaFi Protocol, we will enter into the Polkadot ecosystem, and we will now put vigorous efforts towards Serum.",FRONT
PRO1230,Mettalex,Mettalex is a Decemberentralized crypto and commodities derivatives trading platform built using the Fetch.ai technology.,MTLX
PRO1231,Crust,"CRUST implements the incentive layer protocol for Decemberentralized storage. It is adaptable to multiple storage layer protocols such as IPFS, and provides support for the application layer. Crust's architecture also has the capability of supporting a Decemberentralized computing layer and building a Decemberentralized cloud ecosystem.",CRU
PRO1232,Linear Finance,"Linear Finance is a cross-chain compatible, Decemberentralized delta-one asset protocol to cost-effectively and instantly create, manage, and trade synthetic assets with unlimited liquidity",LINA
PRO1233,dHEDGE,"With Synthetix’s zero-slippage trading model and expanding group of listed assets, dHEDGE is creating new ways to use the derivatives liquidity the Synthetix protocol enables — the most inNovemberative DeFi platform and community globally. The dHEDGE community has Decemberided, in an open vote, to distribute the first DHT tokens to the public via an auction process on Mesa — a platform on the Gnosis Protocol.",DHT
PRO1234,Flamingo Finance,An Interoperable Full-Stack DeFi Protocol on Neo,FLM
PRO1235,Plasm Network,Plasm is a leading scalable sMarcht contract platform on Polkadot supporting cutting edge Layer2 such as Plasma and Rollups.,PLM
PRO1236,BurgerCities,"BurgerCities aims to create a unified and standardized metaverse world of Web3 via integrating DeFi, NFT to the wider Metaverse.",BURGER
PRO1237,PowerTrade,"Crypto Options Trading: Level up with Bitcoin options trading. It’s quick, straight forward and profitable.",PTF
PRO1238,DeFiner,Earn interest and access instant loans through DeFiner’s non-custodial platform. Truly peer-to-peer. Secure. No middlemen.,FIN
PRO1239,NuCypher,Privacy layer for distributed systems and Decemberentralized applications. NuCypher KMS helps dApp developers secure their data on the blockchain with Decemberentralized proxy re-encryption as a service.,NU
PRO1240,Reef,"Reef is the first cross-chain DeFi operating system built on Polkadot. With a seamless user interface, Reef offers its users a sMarcht liquidity aggregator and yield engine that enables trading with access to liquidity from both CEXes and DEXes while offering sMarcht lending, borrowing, staking, mining through AI driven personalized Reef Yield Engine.",REEF
PRO1241,CryptoLocally,The easiest and most accessible FIAT gateway to crypto,GIV
PRO1242,Centaur,"Centaur utilizes a semi-Decemberentralised approach to constructing solutions, leveraging on the transparency and security of Decemberentralised architectures while providing a fail-safe layer through centralised systems and processes.",CNTR
PRO1243,Bella Protocol,"Bella Protocol is an aggregated user interface for existing Decemberentralized Finance (DeFi) protocols. Built by the ARPA project team, Bella Protocol aims to simplify the user experience of existing DeFi protocols, and to allow users to deploy their assets and earn yield with ease.",BEL
PRO1244,Flow,"Flow is a new blockchain built for the next generation of apps, games, and the digital assets that power them.",FLOW
PRO1245,Mobie Pay,Universal payment & rewards ecosystem connecting fiat and digital currencies to the global retail Marchketplace.,MBX
PRO1246,RAMP DEFI,"RAMP DEFI proposes that the staked capital on the non-ERC20 staking blockchains be collateralized into a stablecoin, “rUSD”, which is issued on the Ethereum blockchain. Similarly, users on the Ethereum blockchain can mint “eUSD” by depositing their ERC20 stablecoins into RAMP’s eUSD liquidity pool.
rUSD holders and eUSD holders can borrow, lend or exchange rUSD/eUSD freely, creating a seamless liquidity “on/off ramp” for users with capital locked into staking arrangements.",RAMP
PRO1247,PlotX,PlotX is a non-custodial prediction protocol that enables users to earn unlimited rewards on high-yield prediction Marchkets,PLOT
PRO1248,Wing,"Wing is a credit-based, cross-chain DeFi lending platform.
Wing has designed and is building a platform dedicated to the digital asset lending Marchket, supporting cross-chain collaborative interaction between various DeFi products. Wing's Decemberentralized governance model and risk control mechanism aim to promote a mutually beneficial relationship between borrowers, creditors, and guarantors. In addition, Wing inNovemberatively showcases a credit evaluation module as a strong example of credit-based Decemberentralized lending.",WING
PRO1249,Akash Network,"Akash Decemberloud is a faster, better, and lower cost cloud built for DeFi, Decemberentralized projects, and high growth companies, providing unprecedented scale, flexibility, and price performance. 10x lower in cost, our serverless computing platform is compatible with all cloud providers and all applications that run on the cloud.",AKT
PRO1250,Juggernaut,"JGN is a synthetic token generation and mining machine network that can enable token projects to have real, sustainable, and modular business models. As the blockchain space evolves, Decemberentralization will continue to be the essence of blockchain projects and their communities. Therefore, JGN is solving the problems for most token projects, to help them build and run a sustainable business model. JGN hopes to change the structure that we have come to know and expect from other projects and incentivize its users with DeFi rewards for powering its unstoppable network.",JGN
PRO1251,The Graph,The Graph is a protocol for building Decemberentralized applications quickly on Ethereum and IPFS using GraphQL.,GRT
PRO1252,Aavegotchi,"DeFi-enabled Crypto Collectibles Collect, compete, and combine your Aavegotchis for the ultimate gamified DeFi experience! Powered by @aaveaave.",GHST
PRO1253,WOO Network,"WOO Network is the combined effort of quantitative traders, engineers, technologists, and entrepreneurs originating from top traditional and crypto financial institutions with a wealth of experience and depth of expertise in developing inNovemberative financial and trading solutions.",WOO
PRO1254,Fuse,"The Fuse Studio allows you to build your own wallet and mint your own custom branded currency for your company/community. We handle all the heavy lifting, allowing you to reward and grow your user base by easily integrating a sophisticated payment solution.",FUSE
PRO1255,Injective Protocol,"Injective is an open, interoperable layer-one blockchain for building powerful DeFi applications.",INJ
PRO1256,Venus,Algorithmic Money Marchket and Synthetic Stablecoin DeFi Protocol on Binance SMarcht Chain.,XVS
PRO1257,Wootrade,Wootrade is a digital asset liquidity pool that provides the best execution for institutional clients,WOO
PRO1258,Radix DLT,"Radix is a high-throughput protocol for building Decemberentralized applications, tokens and coins.",RADIX
PRO1259,Alpha Finance Lab,"Alpha Finance Lab is focused on researching and inNovemberating in the Decemberentralized finance space. The multiple Alpha products aim to address prominent Marchket gaps in DeFi with simple, yet Novemberel solutions, bringing a positive-sum game to all users.",ALPHA
PRO1260,Nsure Network,"Nsure is an open insurance platform for Open Finance. The project borrows the idea of Lloyd’s London, a Marchket place to trade insurance risks, where premiums are determined by a Dynamic Pricing Model. Capital mining will be implemented to secure capital required to back the risks at any point of time. A 3-phase crowd voting mechanism is used to ensure every claim is handled professionally.",NSURE
PRO1261,UTU,"UTU’s Trust API seamlessly serves up personalized recommendations for trusted service providers on sharing platforms to drive your conversion, satisfaction, retention, and viral acquisition.",UTU
PRO1262,Lattice Exchange,Lattice is a DeFi application built with Ethereum and Constellation’s Hypergraph Transfer Protocol (HGTP). Empowering users with advanced AMM algorithms.,LTX
PRO1263,APY Finance,APY.Finance sMarcht contracts continuously route your funds to a portfolio of the latest-and-greatest yield farming strategies.,APY
PRO1264,KANVA,"KANVA is a cryptocurrency platform developed by the anonymous team of Artists, Developers, Programmers, and Cryptocurrency Enthusiasts.It was established to push the value of art and for its patrons to have a chance to store valuable card collectibles that they can sell in the Marchket through bridging art and Decemberentralized finance.It is a place where the community and holders of various NFT’s can farm NFT and cast their vote for the future featured arts.In this way, KANVA brings value to art through Decemberentralized Finance.",KNV
PRO1265,DIGITALAX,"DIGITALAX at its core is a Digital-Only Fashion NFT Auction Exchange platform. However, we are geared as a wider open source digital fashion tool stack and introducing Novemberel concepts and products around the digital fashion supply chain, native-digital fashion fair pricing frameworks, NFT staking and NFT + Stable coin Stability Collateral Wrappers.",MONA
